"CustomerID","Recency","Frequency","Monetary","Cluster.HC","Cluster.NHC","Cluster.DT"
"12642",47,3,337.753333333333,"5","2","1"
"12643",150,6,557.44,"2","3","3"
"12644",151,1,477.91,"3","1","3"
"12645",55,4,443.795,"5","2","1"
"12646",26,2,656.885,"5","3","1"
"12647",44,12,304.601666666667,"1","5","4"
"12648",176,1,301.45,"3","1","3"
"12649",129,3,200.036666666667,"4","2","3"
"12650",25,1,314.44,"6","6","1"
"12651",356,1,114,"4","4","6"
"12652",353,1,919.98,"2","1","6"
"12653",170,2,1104.925,"2","3","3"
"12654",32,5,120.396,"5","2","2"
"12656",39,5,810.234,"1","5","2"
"12657",33,4,410.795,"5","5","1"
"12658",40,1,656.05,"6","3","1"
"12659",51,1,91.68,"4","6","1"
"12660",33,1,245.1,"4","6","1"
"12662",22,11,348.470909090909,"1","5","4"
"12664",30,9,392.342222222222,"1","5","2"
"12665",346,1,63,"4","4","6"
"12667",80,1,620.13,"6","3","1"
"12668",33,4,951.7875,"1","3","1"
"12669",172,3,911.276666666667,"2","3","3"
"12670",32,5,599.21,"1","5","2"
"12672",351,1,225.9,"3","1","6"
"12673",27,2,305.26,"5","6","1"
"12674",60,4,492.65,"5","3","1"
"12676",46,6,221.898333333333,"1","2","2"
"12678",64,11,1588.95090909091,"1","5","4"
"12679",80,4,273.0675,"4","2","1"
"12680",22,4,215.7025,"5","2","1"
"12681",36,22,626.024545454546,"1","5","4"
"12683",26,14,602.505,"1","5","4"
"12684",29,7,326.232857142857,"1","5","2"
"12685",50,6,474.23,"2","5","2"
"12686",393,1,89.14,"4","4","6"
"12688",135,1,4843.41,"2","3","3"
"12689",47,2,618.705,"5","3","1"
"12690",227,1,389.01,"3","1","5"
"12691",50,6,172.633333333333,"5","2","2"
"12693",149,4,213.9775,"4","2","3"
"12694",92,2,434.835,"2","3","1"
"12695",29,4,145.525,"5","2","1"
"12697",50,3,319.196666666667,"5","2","1"
"12700",29,4,1226.0475,"1","3","1"
"12701",101,2,398.855,"2","3","3"
"12702",41,1,219,"4","6","1"
"12703",93,1,283.55,"6","6","1"
"12704",29,8,291.005,"1","5","2"
"12705",37,9,755.365555555556,"1","5","2"
"12707",313,1,603.42,"3","1","6"
"12708",51,10,268.741,"1","5","2"
"12709",37,15,647.101333333333,"1","5","4"
"12710",118,3,383.006666666667,"2","3","3"
"12712",50,13,338.163846153846,"1","5","4"
"12713",22,1,815.35,"6","3","1"
"12714",31,5,941.772,"1","5","2"
"12715",128,1,343.36,"6","1","3"
"12716",25,2,511.595,"5","3","1"
"12717",173,2,515.49,"2","1","3"
"12718",93,1,238.25,"6","6","1"
"12719",27,2,313.625,"5","6","1"
"12720",24,25,231.2692,"1","5","4"
"12721",53,6,440.038333333333,"2","5","2"
"12722",107,4,249.4075,"2","2","3"
"12723",25,5,145.014,"5","2","2"
"12724",27,4,252.6525,"5","2","1"
"12725",393,1,376.8,"3","1","6"
"12726",50,7,372.728571428571,"1","5","2"
"12727",32,7,562.114285714286,"1","5","2"
"12728",93,4,198.4325,"4","2","1"
"12729",135,1,453.01,"3","1","3"
"12731",45,12,1574.65916666667,"1","5","4"
"12732",201,1,236.26,"3","1","5"
"12733",256,1,383.95,"3","1","5"
"12734",374,1,110.4,"4","4","6"
"12735",337,2,389.785,"2","1","6"
"12736",354,1,234,"3","1","6"
"12738",394,1,155.35,"3","4","6"
"12739",100,2,506.52,"2","3","3"
"12740",85,1,427.6,"6","3","1"
"12743",156,2,267.645,"4","1","3"
"12744",73,7,3037.52714285714,"1","3","2"
"12747",24,11,375.337272727273,"1","5","4"
"12749",25,5,802.836,"1","5","2"
"12750",150,1,275.88,"6","1","3"
"12752",103,1,4096.78,"2","3","3"
"12753",44,6,3527.765,"1","3","2"
"12754",257,3,1003.58,"2","3","5"
"12755",302,2,1905.975,"2","3","5"
"12756",108,1,112.08,"4","4","3"
"12757",37,13,599.273076923077,"1","5","4"
"12758",138,2,1355.495,"2","3","3"
"12759",74,3,499.946666666667,"2","3","1"
"12762",29,2,949.26,"1","3","1"
"12763",160,2,247.04,"4","1","3"
"12764",338,1,1693.88,"2","3","6"
"12766",25,7,998.518571428571,"1","5","2"
"12769",260,1,1143.6,"2","3","5"
"12770",232,1,1351.45,"2","3","5"
"12772",81,1,875.87,"6","3","1"
"12775",39,5,277.208,"5","2","2"
"12778",41,6,134.388333333333,"1","2","2"
"12779",59,8,497.67,"2","5","2"
"12781",85,2,413.37,"2","3","1"
"12782",26,5,466.184,"1","5","2"
"12783",24,6,370.985,"1","5","2"
"12784",31,2,266.41,"5","6","1"
"12785",386,1,311.95,"3","1","6"
"12787",31,3,154.553333333333,"5","2","1"
"12789",87,1,91.85,"4","4","1"
"12790",214,1,324.92,"3","1","5"
"12791",395,1,192.6,"3","1","6"
"12792",278,1,400.54,"3","1","5"
"12793",356,2,272.74,"4","1","6"
"12794",75,2,426.725,"2","3","1"
"12795",40,1,430.48,"6","6","1"
"12797",387,1,254.03,"3","1","6"
"12798",32,3,2325.68,"1","3","1"
"12802",208,1,427.58,"3","1","5"
"12808",58,3,161.216666666667,"4","2","1"
"12809",199,1,489.31,"3","1","5"
"12811",282,3,171.616666666667,"4","4","5"
"12812",66,1,229.64,"6","6","1"
"12814",123,1,125.92,"4","4","3"
"12815",169,2,518.98,"2","1","3"
"12816",117,2,286.1,"2","1","3"
"12817",303,1,166.04,"3","4","5"
"12818",283,1,1542.08,"2","3","5"
"12820",25,4,235.585,"5","2","1"
"12821",236,1,92.72,"4","4","5"
"12822",92,2,474.44,"2","3","1"
"12823",96,5,351.9,"2","2","2"
"12824",81,1,397.12,"6","6","1"
"12826",24,7,210.674285714286,"1","5","2"
"12827",27,3,143.383333333333,"5","2","1"
"12828",24,6,168.135,"1","2","2"
"12829",358,2,146.5,"4","4","6"
"12830",59,6,1135.77333333333,"1","3","2"
"12831",284,1,215.05,"3","1","5"
"12832",54,2,175.365,"4","6","1"
"12833",167,1,417.38,"3","1","3"
"12834",304,1,312.38,"3","1","5"
"12836",81,4,647.7675,"2","3","1"
"12837",195,1,134.1,"4","4","3"
"12838",55,2,335.975,"5","6","1"
"12839",24,14,395.022857142857,"1","5","4"
"12840",165,4,681.6925,"2","3","3"
"12841",26,25,159.5632,"1","5","4"
"12842",92,2,551.32,"2","3","1"
"12843",87,8,204.9825,"5","2","2"
"12844",51,2,162.98,"4","6","1"
"12845",289,4,88.5225,"4","4","5"
"12847",44,1,793.21,"6","3","1"
"12849",53,2,505.145,"2","3","1"
"12851",118,1,131.81,"4","4","3"
"12852",316,1,311.55,"3","1","6"
"12853",156,6,326.183333333333,"2","2","3"
"12854",100,3,437.916666666667,"2","3","3"
"12855",394,1,38.1,"4","4","6"
"12856",29,6,361.521666666667,"5","5","2"
"12857",232,2,553.2,"2","1","5"
"12863",74,1,521.2,"6","3","1"
"12864",160,1,147.12,"4","4","3"
"12865",48,2,776.615,"2","3","1"
"12866",305,1,559.12,"3","1","5"
"12867",48,7,571.332857142857,"2","5","2"
"12868",207,6,267.843333333333,"2","2","5"
"12871",106,2,190.32,"4","6","3"
"12872",348,2,297.035,"4","1","6"
"12873",304,1,374,"3","1","5"
"12875",165,2,171.615,"4","4","3"
"12876",79,2,1101.51,"1","3","1"
"12877",25,12,123.476666666667,"1","2","4"
"12878",258,2,413.695,"2","1","5"
"12879",66,3,191.073333333333,"4","2","1"
"12881",297,1,298,"3","1","5"
"12882",31,2,696.12,"5","3","1"
"12883",46,4,175.8675,"5","2","1"
"12884",110,1,309.05,"6","1","3"
"12885",85,3,391.74,"4","3","1"
"12886",89,2,689.2,"2","3","1"
"12888",236,2,177.06,"4","4","5"
"12890",46,1,376.72,"6","6","1"
"12891",207,3,110.333333333333,"4","4","5"
"12893",52,1,176.55,"4","6","1"
"12895",64,2,177.9,"4","6","1"
"12897",226,2,108.25,"4","4","5"
"12902",286,1,138.68,"3","4","5"
"12904",40,2,248.03,"5","6","1"
"12906",33,5,583.962,"1","5","2"
"12908",198,2,375,"4","1","5"
"12909",61,5,435.734,"2","5","2"
"12910",45,8,384.38,"1","5","2"
"12912",24,5,332.46,"5","5","2"
"12913",26,5,493.666,"1","5","2"
"12915",170,2,165.15,"4","4","3"
"12916",160,4,726.1625,"2","3","3"
"12917",150,1,594,"3","1","3"
"12919",30,6,222.531666666667,"5","2","2"
"12920",39,1,162.78,"4","6","1"
"12922",183,1,405.38,"3","1","3"
"12923",86,1,164.52,"4","6","1"
"12924",110,4,233.425,"2","2","3"
"12925",26,2,347.025,"5","6","1"
"12928",57,5,408.38,"2","2","2"
"12929",333,1,117.85,"4","4","6"
"12930",100,2,207.9,"4","6","3"
"12931",43,15,2803.73066666667,"1","5","4"
"12933",46,3,190.426666666667,"5","2","1"
"12935",24,7,306.485714285714,"5","5","2"
"12936",39,4,265.975,"5","2","1"
"12937",37,4,375.33,"5","2","1"
"12938",47,1,114.14,"4","6","1"
"12939",86,8,1349.715,"2","3","2"
"12940",76,2,445.42,"2","3","1"
"12942",153,3,225.2,"4","1","3"
"12944",57,2,302.255,"5","6","1"
"12945",310,1,443.45,"3","1","6"
"12947",165,6,267.331666666667,"2","2","3"
"12948",38,7,294.992857142857,"1","5","2"
"12949",52,8,520.9025,"2","5","2"
"12950",24,3,614.333333333333,"1","5","1"
"12951",30,6,177.345,"1","2","2"
"12952",27,4,346.9475,"5","5","1"
"12953",31,1,314.55,"4","6","1"
"12955",23,11,432.469090909091,"1","5","4"
"12956",328,1,108.07,"4","4","6"
"12957",31,8,496.5675,"1","5","2"
"12962",29,2,133.195,"4","6","1"
"12963",30,8,229.86625,"1","5","2"
"12965",111,1,769.81,"6","3","3"
"12966",31,1,160.18,"4","6","1"
"12967",380,2,796.7,"2","1","6"
"12968",134,1,135.95,"4","4","3"
"12970",29,4,101.3675,"5","2","1"
"12974",219,1,144.8,"4","4","5"
"12976",233,1,738.6,"2","1","5"
"12977",178,1,39.24,"4","4","3"
"12980",179,9,800.833333333333,"2","3","3"
"12981",51,2,186.11,"4","6","1"
"12982",264,1,390.54,"3","1","5"
"12984",40,1,97.5,"4","6","1"
"12985",22,2,612.19,"5","3","1"
"12987",95,2,279.35,"2","6","1"
"12988",314,1,459.32,"3","1","6"
"12989",25,15,461.607333333333,"1","5","4"
"12990",53,3,115.7,"4","2","1"
"12991",45,2,251.88,"5","6","1"
"12993",45,4,99.54,"5","2","1"
"12994",26,3,324.806666666667,"5","2","1"
"12995",107,1,211.32,"6","6","3"
"12997",44,4,306.7225,"5","2","1"
"12999",218,3,151.96,"4","4","5"
"13000",128,3,178.283333333333,"4","2","3"
"13001",26,13,749.666923076923,"1","5","4"
"13002",340,1,120.95,"4","4","6"
"13003",127,3,49.6833333333333,"4","4","3"
"13004",33,18,312.208888888889,"1","5","4"
"13005",195,2,256.85,"4","1","3"
"13006",78,1,81.57,"4","4","1"
"13008",345,1,229.47,"3","1","6"
"13011",394,1,50.55,"4","4","6"
"13012",31,8,205.855,"1","5","2"
"13013",23,13,368.814615384615,"1","5","4"
"13014",32,10,346.628,"1","5","2"
"13015",75,5,664.928,"2","3","2"
"13016",95,3,263.296666666667,"4","2","1"
"13017",29,1,204,"4","6","1"
"13021",26,9,286.086666666667,"1","5","2"
"13023",86,2,344.95,"2","3","1"
"13026",23,5,195.072,"5","2","2"
"13027",135,6,1152,"2","3","3"
"13028",44,2,325.98,"5","6","1"
"13029",52,3,415.833333333333,"5","2","1"
"13030",33,2,361.52,"5","6","1"
"13032",74,2,505.09,"2","3","1"
"13033",379,1,171.05,"3","1","6"
"13034",76,2,321.385,"2","6","1"
"13035",95,2,460.94,"2","3","1"
"13037",160,3,293.69,"2","1","3"
"13038",102,3,302.82,"4","2","3"
"13040",30,2,338.495,"5","6","1"
"13043",295,1,516.42,"3","1","5"
"13044",313,1,560.47,"3","1","6"
"13045",121,1,305.28,"6","1","3"
"13046",52,2,309.655,"5","6","1"
"13047",53,10,323.754,"1","5","2"
"13048",36,4,444.7775,"5","5","1"
"13049",86,2,328.34,"2","6","1"
"13050",36,17,342.751764705882,"1","5","4"
"13052",234,1,348.15,"3","1","5"
"13055",100,3,404.803333333333,"2","3","3"
"13058",46,3,90.4666666666667,"4","2","1"
"13059",271,1,183.4,"3","1","5"
"13060",275,1,307.53,"3","1","5"
"13061",94,1,248.61,"6","6","1"
"13062",213,1,346.98,"3","1","5"
"13064",34,4,276.3975,"5","2","1"
"13065",395,1,205.86,"3","1","6"
"13066",46,2,235.4,"5","6","1"
"13067",104,1,115.46,"4","4","3"
"13069",22,24,184.487916666667,"1","5","4"
"13070",214,1,208,"3","1","5"
"13072",288,1,177.15,"3","1","5"
"13075",151,1,919.61,"2","3","3"
"13077",23,4,170.745,"5","2","1"
"13078",25,26,477.313076923077,"1","5","4"
"13079",26,5,44.02,"4","2","2"
"13080",201,1,48.72,"4","4","5"
"13081",33,11,2568.19818181818,"1","5","4"
"13082",148,9,401.514444444444,"2","2","3"
"13083",26,2,151.875,"4","6","1"
"13085",179,2,208.04,"4","1","3"
"13090",30,14,636.487142857143,"1","5","4"
"13091",50,1,345.82,"6","6","1"
"13092",92,5,93.694,"4","2","2"
"13093",297,8,979.05875,"2","3","5"
"13094",43,12,160.61,"1","2","4"
"13095",92,1,74.4,"4","4","1"
"13097",54,10,594.652,"1","5","2"
"13099",121,1,207.36,"4","1","3"
"13101",256,1,101.19,"4","4","5"
"13102",23,24,267.670416666667,"1","5","4"
"13103",61,1,243.94,"6","6","1"
"13104",25,6,183.08,"1","2","2"
"13106",155,1,76.5,"4","4","3"
"13107",66,4,382.905,"2","2","1"
"13108",394,1,350.06,"3","1","6"
"13109",81,2,388.59,"2","3","1"
"13110",53,7,208.081428571429,"1","2","2"
"13113",22,24,509.210833333333,"1","5","4"
"13115",33,4,564.095,"1","5","1"
"13116",160,1,501.14,"3","1","3"
"13117",43,8,119.32625,"1","2","2"
"13118",41,5,237.572,"5","2","2"
"13120",260,1,30.6,"4","4","5"
"13121",291,1,283.73,"3","1","5"
"13122",116,2,461.195,"2","3","3"
"13124",111,3,1234.75,"2","3","3"
"13126",26,8,252.645,"5","5","2"
"13127",99,1,259.17,"6","6","1"
"13130",116,1,64,"4","4","3"
"13131",45,3,357.766666666667,"5","2","1"
"13132",283,1,77.3,"4","4","5"
"13133",295,2,54.9,"4","4","5"
"13134",107,4,437.77,"2","3","3"
"13135",218,1,3096,"2","3","5"
"13136",78,5,513.202,"2","3","2"
"13137",32,8,448.43125,"1","5","2"
"13138",44,6,160.398333333333,"5","2","2"
"13139",38,7,723.562857142857,"1","5","2"
"13140",130,3,140.823333333333,"4","4","3"
"13141",106,5,477.75,"2","3","3"
"13142",41,1,307.09,"6","6","1"
"13144",354,1,110.95,"4","4","6"
"13145",61,4,154.63,"5","2","1"
"13146",48,1,217.11,"4","6","1"
"13147",32,4,178.2,"5","2","1"
"13148",51,12,301.6875,"1","5","4"
"13149",36,4,417.065,"5","5","1"
"13151",317,1,1257.87,"2","1","6"
"13153",27,1,486.22,"6","6","1"
"13155",55,4,240.4525,"4","2","1"
"13157",71,4,435.305,"2","2","1"
"13158",116,4,294.64,"2","2","3"
"13159",30,4,347.825,"5","2","1"
"13160",44,1,91.8,"4","6","1"
"13161",335,1,112.75,"4","4","6"
"13162",144,4,412.4725,"2","3","3"
"13165",68,2,427.34,"2","3","1"
"13166",305,1,417.2,"3","1","5"
"13167",40,4,197.8325,"5","2","1"
"13168",58,4,320.6975,"5","2","1"
"13169",85,2,356.44,"2","3","1"
"13170",48,1,101.58,"4","6","1"
"13171",43,3,156.136666666667,"5","2","1"
"13173",26,2,173.875,"5","6","1"
"13174",38,3,912.34,"1","3","1"
"13176",68,1,468.74,"6","3","1"
"13177",86,1,282.45,"6","6","1"
"13178",48,11,514.942727272727,"1","5","4"
"13182",67,1,121.18,"4","6","1"
"13183",29,9,439.753333333333,"1","5","2"
"13184",36,10,155.294,"1","2","2"
"13185",289,1,71.4,"4","4","5"
"13186",61,3,525.296666666667,"5","3","1"
"13187",359,1,236.02,"3","1","6"
"13188",33,1,114.6,"4","6","1"
"13189",40,2,126.86,"4","6","1"
"13192",117,2,455.97,"2","3","3"
"13193",83,1,112.08,"4","6","1"
"13194",157,1,60.7,"4","4","3"
"13196",33,4,449.445,"5","5","1"
"13198",32,6,550.473333333333,"1","5","2"
"13200",41,4,217.5225,"5","2","1"
"13203",31,4,214.815,"5","2","1"
"13207",37,2,107.43,"4","6","1"
"13208",80,6,199.791666666667,"5","2","2"
"13209",52,8,736.45125,"1","5","2"
"13210",115,1,353.48,"6","1","3"
"13211",32,3,365.14,"5","2","1"
"13212",41,3,259.206666666667,"5","2","1"
"13213",78,5,304.116,"2","2","2"
"13216",289,1,333.74,"3","1","5"
"13217",144,3,177.993333333333,"4","4","3"
"13218",149,1,62.64,"4","4","3"
"13220",100,4,204.8225,"4","2","3"
"13221",262,2,423.705,"2","1","5"
"13223",222,2,81.6,"4","4","5"
"13224",82,2,1075.605,"1","3","1"
"13225",25,7,846.405714285714,"1","5","2"
"13226",295,1,108.21,"4","4","5"
"13227",223,1,238.2,"3","1","5"
"13228",103,1,179,"4","6","3"
"13229",247,1,160.95,"3","4","5"
"13230",26,14,195.082142857143,"1","5","4"
"13232",34,7,189.342857142857,"1","2","2"
"13233",96,2,272.56,"2","6","1"
"13235",234,1,1010.27,"2","3","5"
"13236",46,2,372.425,"5","6","1"
"13238",39,4,159.9075,"5","2","1"
"13239",283,1,329.56,"3","1","5"
"13240",118,4,164.675,"4","2","3"
"13242",134,3,83.2,"4","4","3"
"13243",225,1,555.77,"3","1","5"
"13244",114,1,121.74,"4","4","3"
"13245",72,1,430.5,"6","3","1"
"13246",40,6,324.906666666667,"5","5","2"
"13247",39,4,125.28,"5","2","1"
"13248",146,2,221.14,"4","1","3"
"13249",114,3,237.136666666667,"4","2","3"
"13253",178,2,507.7,"2","1","3"
"13255",31,2,199.755,"5","6","1"
"13258",33,3,224.276666666667,"5","2","1"
"13259",83,1,278.93,"6","6","1"
